label,run_name,seed,git_sha,git_dirty,future_seed_scale,noise_scale,rollout_noise_scale,train_sec,train_ce,train_loop1_loss,train_loop_last_loss,rwkv_kernel,d_model,layers,heads,head_dim,max_loops,hole_stages,primary_loop1_exact,primary_loop1_blank,primary_loop3_exact,primary_loop3_blank,primary_loop5_exact,primary_loop5_blank,h16_loop1_exact,h16_loop1_blank,h16_loop3_exact,h16_loop3_blank,h16_loop5_exact,h16_loop5_blank,h20_loop1_exact,h20_loop1_blank,h20_loop3_exact,h20_loop3_blank,h20_loop5_exact,h20_loop5_blank,h24_loop1_exact,h24_loop1_blank,h24_loop3_exact,h24_loop3_blank,h24_loop5_exact,h24_loop5_blank,h28_loop1_exact,h28_loop1_blank,h28_loop3_exact,h28_loop3_blank,h28_loop5_exact,h28_loop5_blank,h32_loop1_exact,h32_loop1_blank,h32_loop3_exact,h32_loop3_blank,h32_loop5_exact,h32_loop5_blank,rollout_K1_confidence,rollout_K1_confidence,rollout_K1_oracle,rollout_K1_oracle,rollout_K1_oracle_gap_confidence,rollout_K1_oracle_gap_confidence,rollout_K1_residual,rollout_K1_residual,rollout_K4_confidence,rollout_K4_confidence,rollout_K4_oracle,rollout_K4_oracle,rollout_K4_oracle_gap_confidence,rollout_K4_oracle_gap_confidence,rollout_K4_residual,rollout_K4_residual,rollout_K8_confidence,rollout_K8_confidence,rollout_K8_oracle,rollout_K8_oracle,rollout_K8_oracle_gap_confidence,rollout_K8_oracle_gap_confidence,rollout_K8_residual,rollout_K8_residual,rollout_noise_scale,rollout_noise_scale
fs,rwkv-fs-backbone-cliff2-20260604T070945Z-c9c212a-rwkv_fs-s52,52,c9c212a9e99aa41bd1ada01c3eb9e3d7a9449324,False,1.0,0.0,0.0,840.8909738063812,0.005655025597661734,0.07254066318273544,0.005655025597661734,cuda,128,8,8,16,5,"[[8, 16, 200], [16, 24, 400]]",0.91015625,0.9937744140625,0.99609375,0.9993896484375,0.99609375,0.9993896484375,0.91015625,0.9937744140625,0.99609375,0.9993896484375,0.99609375,0.9993896484375,0.708984375,0.98046875,0.974609375,0.998046875,0.98046875,0.998339831829071,0.423828125,0.9529622197151184,0.87890625,0.9892578125,0.8828125,0.9896647334098816,0.130859375,0.9085518717765808,0.666015625,0.9730049967765808,0.685546875,0.9739118218421936,0.013671875,0.8436279296875,0.380859375,0.93890380859375,0.404296875,0.94091796875,0.99609375,0.99609375,0.99609375,0.99609375,0.0,0.0,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.0,0.0,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.0,0.0,0.99609375,0.99609375,0.0,0.0
nofs,rwkv-fs-backbone-cliff2-20260604T070945Z-c9c212a-rwkv_nofs-s52,52,c9c212a9e99aa41bd1ada01c3eb9e3d7a9449324,False,0.0,0.0,0.0,829.7241110801697,0.631559431552887,0.6479046940803528,0.631559431552887,cuda,128,8,8,16,5,"[[8, 16, 200], [16, 24, 400]]",0.0078125,0.693115234375,0.00390625,0.694580078125,0.00390625,0.6954345703125,0.0078125,0.693115234375,0.00390625,0.694580078125,0.00390625,0.6954345703125,0.0,0.6654297113418579,0.0,0.6666015386581421,0.0,0.6668945550918579,0.0,0.6322428584098816,0.0,0.6350911259651184,0.0,0.635009765625,0.0,0.5945870280265808,0.0,0.5996791124343872,0.0,0.6003766655921936,0.0,0.54742431640625,0.0,0.55047607421875,0.0,0.54925537109375,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.00390625,0.00390625,0.0,0.0
